base_address,rewards
0x8eA3bd62ABefd4aE9A6412a0Cb80520F9085DE45,17925000000000000000000
0x8B653f89563359E5EDC1D15f909111091882cdd6,3054000000000000000000
0x669f270568B53CF6aBEA0bC269566222935de32C,16086000000000000000000
0xB807cA19854076D1FafF829529d5a15d9aC026fe,21472000000000000000000
0x36F14F1fA83EB83e06B393A89c3d474d17bbb069,8833000000000000000000
0x778a6d9856CBd8089e3d1A713563dF7e98eD6A5B,19549000000000000000000
0xCbcf10e23E7538BD27e25DCDD479d1D83De9980e,5518000000000000000000
0x6e1B3a0Bf26F88F798dBD5ae9802d87F1f29778A,14956000000000000000000
0x0817158f3eC5868Fe3A5b3E21194535063EF82a4,8029000000000000000000
0x539e11aB71923faAD99F635ec26df5Cd75dF72BD,10180000000000000000000
0x34D76f8d54e27C63c3f107a9246BF9bC163B07d5,10146000000000000000000
0x994621DE6A0b70287e719a46145E9de3bB771992,23264000000000000000000
0x206043ecdFeCb205f4c13f5711748910B0897bFc,18019000000000000000000
0x8701ae76d86b0657563f9a964C139B27A94dEa52,4705000000000000000000
0xf6c94E18A5E99bB3a0fCdC1627496e66A97fE90B,24954000000000000000000
0xE4D9581bFB8CAB7e31eE21f20E22AbE281D9Adfb,22882000000000000000000
0x49846204c9a93094BfAEE6b148277396963ec21F,23904000000000000000000
0x6c5dC77FbF409A3b0274e7a8d79CfEA9f1c4b3b3,10480000000000000000000
0x92b76cbA21befAF89c7b82dDD5bb82569FC13049,3213000000000000000000
0xb23D6D2e0906Da3E0B0767fA356F66484f2048A3,20121000000000000000000
0xfFee56069A212C0B2421e7A9b2b422870Bf3129B,16003000000000000000000
0xa238F9E71c4670C651D3aB423fB2d9b1299e1006,21462000000000000000000
0x1d20e565d6443C1f77E0E378c421221588506c05,18881000000000000000000
0x263BE67E00EFDe37Df84a6B896A4E084Cbf3acE4,21531000000000000000000
0xC286E9f3e309D3Ea101C4e43824ac0e9d36629d6,15334000000000000000000
0x22818f4f348Dea67cA395519470dD1771b2878f1,15450000000000000000000
0x83339fA5797a02B2EE344E3e08590F1C0C23ff69,22313000000000000000000
0xc2A1442A307Be2a09657bfDbc338CF77D97b1438,22551000000000000000000
0x4fae49f585949deFBE7564837cf1d1E175Ab3bd0,10771000000000000000000
0xe6676967c983E411e9A588f4dbe456ACCd501912,22187000000000000000000
0xC215E229bc29e268787b07Ba8dFA8314DC786a31,25187000000000000000000
0xbCD2B35b90A6cf4bBBA7a0932487ac0635C7A252,24992000000000000000000
0x4fD3145ab5232C194f9fa9B8BC8E3dE0fCC6DE27,21054000000000000000000
0xF17D8841136B834b5262c7d742Db4977619f1c8A,5643000000000000000000
0x5Ccb4690cb643c01d6453F9e5A8453C26cB37759,13240000000000000000000
0x2E95d59520244af5d1438245C4f50a52f9af28E9,18415000000000000000000
0xeD33Fc0B8Dc4289534BA2b86E57042776649b92b,15141000000000000000000
0x8CE237872CBfa5bBb2d4e27c197cC3F5E8D105E4,4154000000000000000000
0x3246D06191779588761935dB3b32a6ec9DCbeD57,26377000000000000000000
0x69165Daba5A94aC195cf81B5834F7705175C6B88,17707000000000000000000
0x8C879c8C4E41dFDAa72D6E919F923A20095Be789,24413000000000000000000
0x17253AE15fBb7B05A132882Fb2ceDbdBa273B7e7,12307000000000000000000
0x2b6E306131EA0EbC46283464203fCCc0c5fBd775,24193000000000000000000
0x21A51615271d35890917E4aAE823B10eA5844401,26934000000000000000000
0x28A315488b59C95Ffb9D99dafD9E34646F4500e7,10418000000000000000000
0x874CcF03c06Fb39E7a65F4Bd8AC611F7D8238eCf,5404000000000000000000
0x9A2C82C062623abeB3b59139982B3cE0eEC69e6f,13006000000000000000000
0xcd656d69E7cc4d7D2920EAe5A37374B9cfAdd7a1,25681000000000000000000
0xa060CFb8A15ED538c111Fb731018d0a7dB2Bc600,26453000000000000000000
0xa95b71b3ECa371973b85F0d8885c5B5307BAD851,7777000000000000000000
0x823115206fa3d20C3b9EEECeaa0FC59dcA688d7f,22037000000000000000000
0xED737c064386192eB31c24e0386dF77FCF940122,11904000000000000000000
0x84C4765309ce86509142DF7290fCadd4118Af36d,3246000000000000000000
0x02E1605904a4AE424dDb6510205D1A6fb55d967e,11291000000000000000000
0x4025711dB9d1ee7bC330FB2f5366b51c88Da3B8A,15311000000000000000000
0xDDCc7048de04BC45559C3f69B118c3D69cA58945,19256000000000000000000
0x57078a111b9f25aBaEB5B93D0662574864ac093e,13715000000000000000000
0x09719cC2545426B1634a3f7b1BdFfb8E00321b84,19830000000000000000000
0xFe825657325fd677982f39Bf812c0a705fB7ba11,26881000000000000000000
0x3d6bDEDf78b4F7e1Eea310f54169F3B5822E8e17,26330000000000000000000
0x06dA7Eeb439805CB2BCbF0ff807905A33caAAD64,5314000000000000000000
0x50F7B2Da20960e644910951f0bef73262f48874b,21964000000000000000000
0x91f1752592E15B473E14ee9Dd0349d508DaCd836,5716000000000000000000
0x47F89355aE45b9baD5575F08211E177ACBD2C59d,7722000000000000000000
0x2DA88F27B2CFDeae7B2f2cA5633F75e3D887E95D,29413000000000000000000
0xc3fEA9Ee23c094A1C3e6358b0387ECF339656AfE,14297000000000000000000
0x32874A6710DeED1b6E1b5334fe66376FAF8cd5e6,16346000000000000000000
0x1f0Ae93899Ac347133926dcD33996CB723896e81,27159000000000000000000
0xABd7A26622072186ded2368Dd0D079adF509ee3e,16149000000000000000000
0x704885268312929fb47d2C668A3Adc11bCdc5934,5680000000000000000000
0x91E00c68f2C78419435C1698cfF8F06aB23DE87A,25552000000000000000000
0x34a567931298398B340Cb8aDA0d619e15CA98822,13374000000000000000000
0xB5f455E2724C9b621D2AdD822FdD3CF322Df2EDA,16037000000000000000000
0xeFF826DEf9DB77e8c67Ef9E4d303434a4891b464,20909000000000000000000
0x79ce07c22A5a4216F843EB4a499f56180971d09c,27453000000000000000000
